date,language,text
1999-01-27,nob,"Det viser at sameksistens mellom sau og rovdyr er umulig, noe våre forfedre tok konsekvensen av."
2009-04-29,nno,"Difor er det heller ikkje, etter mitt syn, vesentleg tvil om kva som kjem til å verte utfallet dersom den raud-grøne regjeringa skulle vinne valet."
2001-12-19,nob,"Likevel har virksomheten slik den har utviklet seg, blitt kostbar, med en utgift på mange hundre tusen kroner i netto pr. innbygger."
2001-06-14,nno,"Dei lover billigara barnehage, betre skule, billigare og betre SFO utan at kommunane ser tilsvarande midlar igjen."
2002-11-13,nno,Statsministeren har tidlegare i denne spontanspørjetimen snakka om at han ikkje kan ta ansvar for ei ugunstig og negativ utvikling.
2011-06-07,nob,Er ikke det et tankekors at vi ikke får det på plass?
2011-04-13,nob,Der ser vi snarere tvert imot at det er nordmenn som figurerer.
2008-06-04,nob,De rundt 20 kirkelige familievernkontorene er gode eksempler på at andre enn det offentlige kan tilby viktig hjelp for enkeltmennesker.
2006-06-09,nno,"Ikkje minst har dei tilsette i Posten gjort ein stor jobb, i lag med leiinga, for å få dette til."
2013-03-06,nob,"Det som er sentralt her, er om det er noen vilje fra vår statsråd for denne næringen til å påvirke, til å få til unntak i forskriftene, som man ifølge Dagens Næringsliv har antydet kan gjøres ved å si at det allerede finnes åpninger for unntak."
2004-06-09,nno,"Vidare vil presidenten foreslå at dei som måtte teikne seg på talarlista utover den fordelte taletida, får ei taletid på inntil 3 minutt."
2009-06-11,nno,Så vil utgreiingane vise om det er mogleg å nå … (Per Sandberg avbryter.)
2003-05-21,nno,"Korleis følgjer Regjeringa opp dette i forhold til å styrkje tiltak som gjer at produksjonen i Noreg tek utgangspunkt i dei naturressursane vi har i landet, og til i mindre grad å styrkje produksjon basert på kunstgjødsel og kraftfôr?"
2010-10-28,nno,Men komiteen ber her regjeringa koma tilbake med forslag til punkt der det allereie er sett i gang eit arbeid.
2001-06-15,nno,"Eg ventar at statsråden no kjem opp og går i rette med seg sjølv både i høve til sitatet om at ho har bede om eit brev, og i høve til vaksenopplæringa."
2002-01-23,nno,"For Senterpartiet går kampen no med omsyn til enkeltmenneskets vilkår når det gjeld nærleik til eit godt tenestetilbod, omsynet til avstandar som er overkommelege mellom enkeltmenneska, innbyggjarane og beslutningsprosessane."
2006-03-07,nob,"De sakkyndige ble organisert i sju komiteer, med representasjon fra vitenskapelig ansatte ved sykepleierutdannelsene i Norge og utlandet, personer med erfaring fra evaluering av høyere utdanning og sykepleierstudenter."
2016-03-02,nno,"Denne satsinga kjem til å halde fram også når det er eit mangfald av tilbydarar i jernbanesektoren, og det er det jernbanereforma legg til rette for."
2007-06-05,nno,"Når eg likevel – som eg sa frå talarstolen – er svært nøgd med Soria Moria-erklæringa, så er det òg fordi det ikkje var gjeve at det skulle stå eitt ord om gratisferje i Soria Moria-erklæringa, og at alternativet ville vore langt dårlegare for Senterpartiet enn å få inn eit punkt om at 1, ferjene skal verte rimelegare, og 2, at me skal ha ei utgreiing om eventuelle prøveprosjekt med gratisferje."
2010-11-25,nno,Eg har lyst til å nemna eit par prioriteringar.
2007-12-18,nno,Eg har lyst til å spørje representanten Woldseth:
2009-03-24,nob,"Her ligger framtidens utfordringer når det gjelder olje og gass, og her har Regjeringen et stort fokus."
2010-01-18,nob,"En statusrapport for arbeidet med tiltakene i denne strategien ble laget i fjor høst, i september"
2009-11-26,nno,"Det er ei plattform som Senterpartiet står stødig og godt på, både når det gjeld barnehagar og resten av velferdssektoren, som vi er så heldige å få lov til å vere med og forvalte."
1999-04-14,nno,"Då ordninga som Oslo praktiserer, er annleis enn i resten av landet, vil eg leggje vekt på å fylgje med på kva erfaringar dei gjer med ei slik ordning."
2009-06-02,nno,"Det er slik at Vossapakko og dei prosjekta som ligg der, i tillegg til svært mange andre samferdselsprosjekt i dette landet, vart omtalte i førre Nasjonal transportplan."
2004-06-16,nob,"Jeg synes kanskje det er litt merkelig at særlig SV har sagt det de har sagt om selve fullmakten, når de har vært med på å disponere pengene som skulle brukes når pengene havnet i kassen."
2016-01-12,nno,Frå andre hald kan det i debattar kome påstandar om at lokalkunnskap alltid er avgjerande.
2012-06-07,nno,"I arbeidsmiljølova står det bl.a. at fast tilsetjing skal vera hovudregelen i norsk arbeidsliv, og at vikarar, innleigde og mellombels arbeidskraft berre skal brukast i spesielle tilfelle."
2012-06-15,nno,"Kristeleg Folkeparti understreka – sånn som regjeringspartia – betydninga av å følgja handlingsregelen, og så ligg dei omtrent på same oljepengebruken som regjeringspartia."
2008-04-30,nno,Det er eit viktig forsøk på å få bukt med det veksande trafikkaoset som ein òg ser i Trondheim.
2015-12-14,nob,Vi er godt i gang med omstillingen.
2005-04-11,nob,"Jan Simonsen sitter ikke i komiteen, og vi har dermed blitt enige om at vi henviser debatten videre til Odelstingets behandling senere i dag av Ot.prp."
2010-06-16,nno,No er det slik at nokre kommunar har vore flinke til å byggje ut eit godt barnehagetilbod.
2014-12-11,nob,"Jeg tror jeg med hånden på hjertet kan si at jeg i alle fall ikke har hørt at trusler fra Brussel var argumenter for hvorfor vi ikke lyktes, men at det rett og slett var økonomi."
2005-11-24,nno,Tidlegare har Arbeidarpartiet uttala seg helst negativt om gåvefrådraget.
2007-12-14,nno,Det er grunngivinga for at eg har gitt uttrykk for sterkt kritiske oppfatningar om Framstegspartiet sitt opplegg.
2005-04-18,nno,Men det er berre tankar som eg gjer meg.
2002-05-22,nno,"Kor langt er statsråden komen i denne omlegginga, og kva tid kan kommunane forvente å få ein større del av selskapsskatten tilbake?»"
2011-04-13,nob,"Når det gjelder pengene som er tilbudt – via media – fra Oslo kommune, har jeg sagt at vi imøteser den henvendelsen og skal håndtere det."
2012-11-27,nno,Formuesskatten har ein fordelingsverknad som gjer at alle betalar etter evne.
2011-05-04,nob,Der befinner det seg nå en radiomerket ulv.
2003-06-19,nno,Han hadde då vore ledig sidan i fjor haust.
2003-05-07,nob,"Derfor har jeg da også i de uttalelsene jeg har gitt, anbefalt Oslo kommune å se nærmere på denne saken for å vurdere også det andre punktet som representanten Stoltenberg tok fram, nemlig nytten av å ha i sin portefølje et selskap som kan gi stabile, forutsigbare inntekter i tiden framover."
1998-12-14,nob,"Dagens praktisering av kirkeasyl hindrer politiets iverksettelse av bl.a. å hente asylanter som ikke fyller vilkårene for opphold i landet, ut av kirkene."
2013-06-20,nno,Då hadde dei kanskje fått eit noko anna syn enn dei har på enkelte parti.
2013-06-13,nob,Venstre har varslet at de støtter forslagene.
2012-05-10,nob,Ingen – ei heller barn og unge – skal behandles som mistenkte under slike tilfeldige undersøkelser.
2003-06-04,nno,Eg trur det ville vore betre om IT- og kunnskapssenteret kunne etablera eit likeverdig og frivillig samarbeid mellom bedrifter og forskings- og utdaningsinstitusjonar som ønskjer å etablera seg på Fornebu.
2016-02-09,nno,I tillegg må vi sørgje for at politiet har både kunnskap og ressursar til å avdekkje sakene og sørgje for at bakmennene blir tekne.
2001-02-21,nno,Statsråden seier at her blir det ikkje ført statistikk.
2003-06-03,nno,"Det er jo der problema oppstår, fordi konfliktnivået er så høgt at dei ikkje greier å løyse desse tinga privat."
2001-12-11,nob,Den gang skulle det satses mer på utdanning og forskning – resultatet ble et budsjett hvor de kutter ½ milliard kr i utdanning og forskning.
2015-11-10,nno,Men mitt spørsmål går på noko anna.
2015-06-02,nno,Ein må òg vere observant på at eit påbod vil kunne medføre auka kostnader for transportnæringa.
2007-01-18,nno,Med desse tiltaka er altså terskelen for å få handsama klagar om ulovlege direkteinnkjøp senka.
2007-12-17,nob,De ser ikke viktigheten av det og regner med at de skal klare seg godt.
2006-11-08,nob,"Det er nettopp det man gjør her, og jeg håper at finansministeren tar det med seg."
2015-12-12,nob,Det viser jo at en så stor reform må utvikles også underveis.
2003-05-13,nob,"Og Samarbeidsregjeringen, som Bondevik leder, er den første regjeringen som har lagt fram en konkret handlingsplan mot fattigdom."
2007-11-13,nno,Læraren er den viktigaste vaksne personen i ein skule.
2006-06-09,nno,Regjeringa ynskjer ikkje å risikere at ytterlegare konkurranseutsetjing fører til at den positive utviklinga stoppar opp.
2004-10-04,nno,Vi kan ikkje berre sole oss i glansen av at vi er så kompetansedyktige.
2014-05-14,nob,Dette tror jeg også det norske folk forventer at vi skal gjennomføre – det var på det grunnlaget de sendte oss inn i regjeringskontorene.
2001-05-30,nno,"Er det slik at Arbeidarpartiet ikkje ønskjer andre modellar enn sin eigen modell, at ein ikkje vil vera med på noko som kan forbetra dagens modell, men heller vil behalda den dårlege som me har i dag, når ein ikkje får gjennomslag for sin eigen modell?"
2002-05-08,nob,La meg bare nevne at ved Borg havn er det arealer som er tilstrekkelige til å ta hele containertrafikken fra Oslo havn og mer til.
2003-11-05,nno,"Sidan Bondevik-regjeringa tok over, har arbeidsløysa i Noreg dobla seg, og i dag er det over 112 000 personar som er arbeidslause, og arbeidsløysa veks framleis."
1999-03-04,nno,"Me skal ikkje vera så raske med å springa i vegen for dei, me må heller oppfordra dei til å laga langsiktige, seriøse planar."
1999-06-17,nob,Det er dette samarbeidet Samferdselsdepartementet nå forsøker å etablere og gå videre på.
2000-04-12,nno,"Men eg trur det her er fleire grep som må takast, og eg vil gjerne høyre om samferdselsministeren er einig med meg i det."
2009-05-13,nno,"Det er òg ei rekkje stimulansar til å velje elbil, både i avgiftssystemet, tilgang til kollektivfelt og utbygging av ladestasjonar for elbilar."
2005-06-16,nno,"Seinast denne veka såg me at Nome kommune, som er i representanten Holmbergs eige fylke, måtte kutte 4 mill. kr."
2012-11-07,nno,"Eg dreg gjerne på tur til CICERO, Bjerknessenteret eller Polarinstituttet f.eks., med representanten Amundsen, set meg på skolebenken framfor klimaforskarane og ber dei gje oss ei oppdatering på det siste biletet."
2015-11-26,nob,"De foreslåtte endringene medfører ikke noen realitetsendringer, og det er en enstemmig komité som slutter seg til disse."
2005-12-06,nob,Statkraft og Trondheim Energiverk er nevnt.
2014-05-22,nob,"Det er behov for å gå igjennom dette på flere områder, for det Gundersen har rett i, er at det er flere områder som kan være sårbare i samfunnet, og som fort kan stoppe opp ved en krise."
2003-02-26,nob,Og det er ikke gitt at dette er den beste måten å utnytte ressursene på.
2006-10-05,nob,I fjor lovet justisministeren at vi skulle bygge 100 nye soningsplasser for å redusere soningskøen.
2014-12-17,nno,Helseministeren har varsla at han tek avgjerda si førstkomande fredag.
2007-06-07,nno,"Eg tek likevel ordet for å seie at det at vi ikkje tek ordet, ikkje i det heile er noko uttrykk for passivitet"
2003-10-06,nob,"En slik ordning måtte jo være ganske stor for å kunne kompensere for bortfallet av differensiert arbeidsgiveravgift, som går til den enkelte bedrift, til den enkelte arbeidsplass."
1999-05-12,nno,"I forhold til dette med at lærarane skal kunne ransake, er eg sterkt tvilande, ut frå at lærarane då vil føle at dei kjem i ein dobbeltsituasjon – ein slags kombinasjon av pedagog og politi."
2004-12-08,nno,Ein annan viktig ting er jo at dette òg har konsekvensar for innhaldet i turnustenesta.
2000-10-18,nno,Kommunane har i løpet av 2000 og vil i 2001 bli påført utgifter som overstig dei inntektene som er lagde inn frå Regjeringa.
2008-12-09,nob,Det handler om å tåle litt.
2007-03-07,nno,Der ser vi òg for oss eit meir ope og tilgjengeleg slott for folk når det vert ferdig
2007-02-22,nno,"Eg har ikkje tenkt å rote meg inn i nokon paragrafdiskusjon, men eg vil minne om at omgrepet «veg» – som er det opphavlege namnet på landet vårt, norvég – oppstod lenge før byen dukka opp."
1999-12-09,nob,"Men det er mange prosjekter som jeg har sagt nei til her nede, som vi bruker mange penger på, men som vi ikke burde ha brukt penger på."
2016-03-02,nno,Det er handlingsrom for å velje meir økologisk når ein handlar inn frå staten si side.
1998-12-07,nno,"Når det gjeld skytefelt, har ikkje Regjeringa lagt fram ei innstilling som går mot det."
2015-03-12,nno,Sjølvsagt protesterer vi og dei fleste andre mot det.
2014-10-06,nob,"Det var bra, men de gjorde dessverre nesten ingenting med systemene."
2007-03-07,nno,"Når det gjeld riksvegløyvingar, får alle fylke ein pott til fordeling, og det er fylket sjølv som prioriterer, i motsetning til for stamvegane, der det er Stortinget som prioriterer etter tilråing frå Regjeringa."
1999-02-25,nob,"Jeg vil bare henvise til innstillingen vi har lagt fram, og det er i hvert fall en enstemmig komite som sier seg glad for at sivilombudsmannen nok en gang har pekt på et viktig område der vi som folkevalgte politikere og kommunestyrene må følge opp de reglene som gjelder."
2000-01-19,nob,"Men det som jeg vil spørre statsråden om i denne sammenheng, gjelder det at man viser til markedsføringsøyemed her, at man er redd for at markedsføringen av disse produktene fører til en lavere debutalder."
2006-06-02,nob,Alle vet jo at sanksjonsregimet var under sterkt press.
2015-03-04,nno,Spørsmålet er jo kven sin fridom vi skal vera mest opptekne av.
2015-01-07,nob,"Her er det bl.a. Nasjonal sikkerhetsmyndighet, Politiets sikkerhetstjeneste og politiet som er sentrale aktører."
2011-03-15,nno,"I denne konkrete saka vil det også vere ulike meiningar om kva som er rett og gale, alt etter kva ein legg i det å vere liberal – og alt etter korleis ein vurderer kravet til at den dømmande makta skal stå fram som og vere objektiv."
2011-03-16,nob,Sånn må vi gå igjennom område for område og se om vi klarer å ta ut effektiviseringsgevinster.
2009-02-13,nno,Det er heilt andre og større krefter som påverkar den utviklinga som me ser òg for dei små og mellomstore bedriftene.
2001-03-14,nno,Det er bra at Regjeringa vurderer ulike verkemiddel for å nå dette målet.
2003-04-11,nob,Etter terroraksjonene 11. september for halvannet år siden fikk også NATO-Russland-samarbeidet en helt ny dynamikk som resulterte i at NATO-Russland-rådet ble etablert.
2013-12-09,nob,I Sundvolden-erklæringen slår regjeringa fast at trygghet i hverdagen og styrket beredskap hører til de åtte satsingsområdene regjeringa har.
2015-02-17,nno,"Eg synest det er viktig å auka kunnskapen i befolkninga om samanhengen mellom alkohol og helse, i motsetnad til førre talar, som meinte det var mest viktig å informera barn, sjukepleiarar og legar."
2008-01-30,nno,"Eg kan bekrefte at eg kjem til å sjå nærare på det som vi nasjonalt skal bruke denne lærdomen til, meir systematisk å gi råd, rettleiing, støtte i riktig retning, og korleis vi kan sørgje for at kommunar som har svært god kompetanse og gode system, direkte kan vere bidragsytarar til andre kommunar, i nettverk eller på andre måtar, og korleis t.d."
2010-11-25,nob,"Så viser det seg at noen kanskje ikke får det, men Fremskrittspartiet har i hvert fall tenkt å få det i en framtidig regjering."
2001-11-07,nob,"Etter anmodning fra helseministeren blir dette spørsmålet flyttet og besvart etter spørsmål 9, som skal besvares av samme statsråd."
2012-11-22,nno,"Framstegspartiet om at toget før var eit sosialistisk, kollektivistisk prosjekt som truga bilismen, og som Framstegspartiet kutta i løyvingane"
2013-12-18,nno,"Me har til dømes kunna lese at ho meiner at likestillinga har kome for langt, og at husmødrer er meir diskriminerte enn homofile."
2014-01-29,nob,"Det helsetilbudet fastlegen gir deg skal være det tilbudet du har rett til å motta, ikke det fastlegen finner for godt å sympatisere med.»"
1999-02-17,nno,"Det er spesielle årsaker som ligg til grunn for det, men det endrar ikkje den realiteten at det burde ha vore gjort noko før."
2005-12-06,nno,"Påplussing av Kystvakta er eitt eksempel, men også det som går på påplussing innafor Fiskeridirektoratet, er ein del av denne satsinga."
1999-06-07,nno,"I det minste burde Stortinget ha ein debatt om kva som skulle tilseia at politikken vart lagd om, før det eventuelt gav klarsignal for ei omstridd utbygging."
1999-02-04,nob,"Jeg vil også gi statsråden ros for problematiseringen i redegjørelsen av det å gi humanitær bistand til Afghanistan, med den grufulle undertrykkingen av kvinner som nå skjer i det landet."
2010-06-10,nno,Vi skal hugsa på at dette er ruter med særdeles store avstandar og litt ulike interesser med omsyn til på kva måte
2005-10-20,nob,"Fra nå av skal vi nemlig føre en anstendig flyktningpolitikk, ikke naiv, men i tråd med våre internasjonale forpliktelser, ikke hjerterå, men der vi ser det enkelte menneske og behandler ham eller henne som nettopp det, et menneske – ikke som en potensiell kriminell, men som et menneske."
1999-02-23,nno,"Eg vil presisera at eg ikkje med dette ynskjer å signalisera ei negativ haldning til det som er ei samla komite si innstilling når det gjeld dette Dokument nr. 8-forslaget, for me er nøydde til å ta innover oss at utviklinga går vidare òg når det gjeld utstyrssida i fiskerinæringa."
2008-12-11,nno,Ein akkumulerer altså då allikevel meir trafikk og meir forureining.
2004-02-10,nno,Statsråden la no vekt på geografi og samordning som viktige faktorar i storbypolitikken og i regionalpolitikken.
2000-04-05,nob,"Som alle vet, er den avskaffet for industri og landbruk, og mitt spørsmål til statsråden er om statsråden og Regjeringen vil fremme initiativ, slik at investeringsavgiften som nå tynger de næringer som trenger utviklingsstimulanser, vil bli avskaffet."
2015-06-01,nno,Eg hadde ikkje forventa at ein skulle gjere det over bordet her
2015-06-10,nno,"Eg vil starte med å takke komiteen for eit godt samarbeid om denne viktige, men òg krevjande saka."
2008-10-06,nob,"Vil statsråden nå begynne å se mer på det helhetlige behandlingsforløpet når vi ser på finansieringssystem, istedenfor å snakke stykkevis og delt?"
2013-06-06,nob,Derfor ønsker Fremskrittspartiet at det skal være en rettighet for alle ettåringer å få barnehageplass når de trenger det.
2013-06-19,nno,Så er det freistande for meg å føreslå å inngå ein avtale med representanten Amundsen.
2010-05-26,nob,Jeg setter umåtelig stor pris på det og jobber som sagt tett med ham.
2012-02-29,nno,"Det er òg slik at dei retningslinjene som fagetatane no har arbeidd ut frå – som dei leverer på i dag, og som altså inneber forslag innanfor betydeleg auka rammer – har òg ei samla regjering gått for."
2003-03-26,nno,"Noreg som landbruksland har markert seg ved å vera i fyrste rekkje på verdsbasis på mange av desse områda, og eg vil tru at både kapasiteten og kvaliteten er til stades."
2006-11-28,nno,Det er gjenstand for grundigare drøftingar internt i Senterpartiet – og bør òg vera det hos andre – før ein vil ta eit steg vidare.
2015-06-04,nno,"Kan det vera ein spesialitet som vert differensiert, eller vil det verta eit krav å ha dette ved alle sjukehus?"
2004-12-03,nob,"Har vi sagt ja til å stille styrker, kan vi ikke ombestemme oss."
2015-06-18,nob,"Det må gjennomføres gjennom stadig oppfølging, gjennom opplæring og gjennom dialog."
2012-05-31,nno,Målet for meldinga er å leggja til rette for eit offentleg verkemiddelapparat som er tilpassa næringslivet sine behov i åra som kjem.
2010-05-10,nob,Dette handler kun om å ivareta en statistikk med antall kvadratkilometer på et kart.
2003-02-25,nob,"Jeg vil bare understreke hvor alvorlig dette er, og vi forutsetter at Regjeringa kommer tilbake til Stortinget med forslag som gjør at vi kan handle."
1999-01-13,nno,"Lat meg først gripa fatt i Shell si rolle, og eventuelt koma tilbake til Statoil si rolle i neste omgang."
2014-06-18,nob,"For det er uriktig, sånn som komiteens leder sier, at kostnadsnøklene bare er fag."
2014-12-11,nno,"Vi veit at viss ein berre ser litt utanfor Noregs grenser, på f.eks. Storbritannia, Tyskland og USA, så er store, nasjonale program starta for å reindustrialisere næringar som ein trudde globaliseringa hadde stole."
2008-04-08,nob,"Blant annet har jeg bedt om å få en oversikt over de kontakter, møter, telefoner og mailer som har vært mellom departementet og Økokrim i enkelte av disse sakene, særlig de sakene mot kontreadmiral Reksten, kontredmiral Karlsvik og flaggkommandør Grønningsæter som Økokrim nå har henlagt."
2014-03-19,nno,"Forsking som er gjort på dette, tydar på at så mykje som halvparten av all ulv som vert drepen i Noreg og Sverige, truleg vert drepen gjennom ulovleg jakt."
2005-12-13,nno,Men det får vi tydelegvis ikkje gjennom dagens debatt.
2000-06-13,nob,I den sammenheng ønsker Fremskrittspartiet å ha straffer som står i forhold til gjerningen.
2009-06-08,nob,"Det er forslag nr. 1, fra Anders Anundsen på vegne av Fremskrittspartiet, Høyre, Kristelig Folkeparti og Venstre forslagene nr. 2–4, fra Anders Anundsen på vegne av Fremskrittspartiet"
2004-02-10,nno,"Vi har vore med og støtta ei rekkje forsøk, men det er nokre overordna oppgåver som passar betre for eit større område enn for ein storby, f.eks. dei vidaregåande skulane."
2004-06-15,nno,Det er jo nettopp det dei ber om.
1999-04-28,nob,Krigsforbryterdomstolen ønsker bedre samarbeid med NATO-landene for å samle bevismateriale.
1998-10-20,nob,"Det er ikke til å legge skjul på at tidsfaktoren har vært viktig for å få Sarpsfossen-prosjektet på skinnene, ikke bare i forhold til de fire bedriftene som har vært involvert i planprosessen."
2000-03-07,nno,"Det oppnår vi kanskje ikkje dersom fleirtalet framleis står på sitt forslag, men vi ynskjer å få til ei forsking og utvikling som gjer at vi kan halda tritt med utviklinga i verda og kanskje kan få eit forsprang på einskilde område."
2009-11-25,nob,Det meldes til stadighet om redusert kirkeaktivitet og søndagsprekener som blir avlyst.
2004-05-18,nno,"Eg trur det er viktig å gjennomføre gode øvingar som er realistiske, og som gjer at ein kan utnytte dei ressursane ein har."
2015-11-25,nno,"No er det 1,5 år sidan departementet fekk rapporten, og i mai skulle statsråden ha eit par månader til."
2011-05-11,nno,"Ser ikkje statsråden at det er fullstendig inkonsekvent å skulle satse på å få fleire til å velje maritim utdanning og følgjeleg auke inntaket på dei maritime fagskulane, samtidig som ein ikkje finansierer plassane?"
2009-03-18,nno,"Det har eg rosa dei for meir enn ein gong, for eg synest dei har gjort ein kjempejobb for å skaffe eit breitt politisk fleirtal."
1999-11-03,nob,"Det er derfor ikke snakk om kapasitetsøkning i de fiskeriene, men det er en reell reduksjon vi her snakker om."
2004-03-05,nno,Heilt grunnleggjande basale menneskerettar vert krenkte gjennom tortur og tilfeldig fengsling.
2008-11-27,nno,"Kanskje ikkje det er riktig ordbruk heller, men iallfall var det ein dårleg målestokk."
2008-03-04,nob,"Det var fordi det var så forpliktende og viktig for oss, at vi inviterte Stortinget til et stort og bredt forlik, for å få langsiktighet og for å få forutsigbarhet."
2004-04-28,nob,Fiskeripolitikken er ikke en del av EØS-avtalen.
2010-06-17,nob,Jeg mener faktisk at det var riktig å anke.
2000-01-26,nob,"Men det må være mer enn ord, og det jeg skisserte i forhold til den konkrete saken, er handlinger med sikte på konkrete tiltak."
2007-11-22,nob,"Det er en ganske krevende oppgave for NRKs styreleder å sortere ut hvilken smørbrødliste han skal sette opp til generalforsamlingen, statsråden, neste gang, og det kan nok oppfattes som ganske detaljregulerende og begrensende."
2006-03-08,nno,"Bjarne Håkon Hanssen statsråd Trond Giske Dei annonserte statsrådane er til stades, og vi er klare til å starte den munnlege spørjetimen."
2009-02-26,nno,"Det betyr altså at bustadprisane ikkje vil falle framover, og at dei vil vere høgare om to månader, dei vil vere høgare om to år."
2000-12-05,nob,"Jeg har lyst til å ta opp en sak som er tatt opp i et mindretallsforslag fra Høyre, Fremskrittspartiet og Sosialistisk Venstreparti, og det er spørsmål om å få en orientering om status knyttet til Reform"
2003-05-08,nob,"Det er også grunn til å være positiv til at helseministeren allerede har tatt initiativ i forhold til foretakene, og at man legger opp til en desentralisert, nasjonal strategi for å utforme et bedre helsetilbud også i distriktene og i nærmiljøene, selv om det ikke nødvendigvis alltid trenger å være fullverdige sykehus."
2014-10-22,nob,"Det er den absolutt viktigste biten for å få det til, og derfor må vi ha systemer som gjør at de som kan jobbe, kommer i arbeid, vi må ikke ha systemer som hindrer dem."
2009-02-12,nob,To menn hengt i Bojnord i Nord-Iran.
1998-12-16,nob,Her spiller politiet en viktig rolle som tillatelsesmyndighet og kontrollinstans.
1998-11-03,nob,"Det første jeg ville spørre utenriksministeren om, om man vil følge opp denne teksten, har han svart positivt på."
2009-12-07,nno,"Derfor vil eg gå vidare med eit anna eksempel, som eg meiner er utruleg viktig."
2014-05-27,nno,Etter dagens lovgjeving kan fylkesnemndene påleggja gjennomføring av to typar hjelpetiltak:
2011-11-24,nob,Vi klarer oss meget bra sammenliknet med alle land det er naturlig å sammenlikne oss med.
2014-05-20,nob,"Min bekymring gjelder både de sentrene som drives av det offentlige, og ideelle og private sentre, som gjør en veldig god jobb."
1998-10-28,nob,"I samarbeid med SINTEF er det nå foretatt analyser av den nytte, målt i antall bruksdager, som kan forventes av en flytende konstruksjon med bredde 3 m og dyptgående 0,6 m for begge steder."
2002-10-16,nob,"Det første spørsmålet som jeg oppfatter er stilt, er om man vil akseptere at det begås kriminalitet av asylsøkere mens de er våre gjester."
2007-11-07,nob,"Er statsråden enig med sin forgjenger i at saken bør følges opp av direktoratet, og i så fall når?»"
2014-12-11,nob,Mener også representanten Botten at kronekursen er en god dom over åtte år med rød-grønn politikk?
2016-01-19,nno,"Det er forslagene nr. 1 og 2, fra Janne Sjelmo Nordås på vegne av Arbeiderpartiet og Senterpartiet."
2005-06-16,nno,Og faktisk har denne regjeringa brukt mykje meir pengar på å sikra velferda og auka velferda for folk flest.
2006-10-24,nob,Den bør enten behandles i begge komiteer eller i alle fall sendes næringskomiteen for uttalelse før innstilling avgis.
2000-10-18,nob,"De siste 3 måneder er forskriftene brutt 376 ganger ifølge en undersøkelse foretatt av OSL, og de uttaler at de ikke har myndighet til å sette en stopper for dette."
2012-03-21,nob,Mange statsråder har også bedt om råd.
2010-03-26,nno,Alt dette peikar òg i retning av at spørsmålet om internasjonal organisering vert ekstremt sentralt i tiåret som kjem.
2009-06-08,nob,Det er Jan Petersen også veldig opptatt av – at vi alltid må vite hvorfor.
2003-12-11,nno,Det er ein språkbruk som vi ikkje nyttar.
2015-03-24,nno,Eg er i og for seg heilt einig – det er ikkje alltid ein ønskjer eller har glede av det å jobbe mykje i periodar.
2004-10-26,nob,"Jeg må også påpeke at da har vi altså vært i den situasjonen at Norges offisielle utenrikspolitikk har vært at dette var en krig som var i strid med folkeretten, mens forsvarspolitikken har betydd at vi bidrog til en krig som man altså i utgangspunktet var imot, ved å låne ut offensivt militært utstyr til denne krigføringen."
2012-05-31,nno,"Fiskar og leiar i Vågsøy Senterparti, Nils Myklebust, likar dårleg utviklinga."
2001-04-23,nno,"Mange kommunar opplever at eldre asylsøkjarar som kjem hit, og som har fått lov til å bu her i landet, men som ikkje har hatt tid til å opparbeida seg dei rettane som nordmenn normalt har, utgjer eit problem for sosialkontoret og for kommuneøkonomien."
2002-05-08,nob,"Jeg kjenner ikke disse skolene helt spesielt, men det regner jeg ikke med at representanten Sandberg forventer heller."
2014-06-04,nob,Men det er ikke slik at dette – tror jeg – blir oppfattet som brå og voldsomme endringer.
2015-06-15,nno,"Difor er det viktig å ha gode støtteordningar til desimeringsfisket, sånn at det fungerer etter intensjonen."
2002-02-28,nob,"Jeg vil bare gjøre oppmerksom på at det har skjedd i en dialog med hans eget departement, fordi den opprinnelige ordlyden var i strid med EØS, og det kunne ikke Høyre slutte seg til."
2009-02-04,nno,Eg er kjend med at Østfold fylke og Moss kommune har søkt om forskotteringsmidlar på 25 mill. kr til planlegging etter at det vart opna for forskottering av jernbaneprosjekt i budsjettet
2003-11-27,nob,"Nå er vi riktignok på god vei med dette fellesforslaget med Arbeiderpartiet, Senterpartiet og SV om at vi skal komme tilbake med en egen sak om automatisk delt foreldreansvar."
2003-06-19,nob,"Arbeiderpartiet, Sosialistisk Venstreparti og Senterpartiet har varslet at de vil støtte forslaget subsidiært."
2010-04-28,nno,"Vi er veldig fornøgde med dei mange tiltaka som der er føreslått, faktisk vel 150, som gjeld både tiltak på vegen med køyretøyet og òg overfor førarane."
1999-03-17,nno,"Det finst ikkje noko anna felles trygdebevis som blir godteke som dokumentasjon på retten til slike helsetenester det her er snakk om, under opphald i alle dei andre EØS-landa."
2002-05-16,nno,Representanten Nesvik raljerte vidare over Arbeidarpartiet og SV sin merknad og grunngjevinga for å velje Florø.
2011-04-14,nob,"Det eneste partiet som ikke ønsker det, er faktisk Arbeiderpartiet."
2002-01-23,nob,Undersøkelser viser at små kommuner er gode oppgaveløsere og har mer fornøyde innbyggere enn store kommuner.
2008-11-28,nno,Det må me sjå nærare på.
2015-06-12,nno,"I begge sakene har det skjedd ting sidan den gongen, og i dette tilfellet at forhandlingane no er i gang."
2015-12-17,nob,Så representanten må forholde seg til kunnskapsministeren når det gjelder skolen i Hattfjelldal.
